3b49f96e9a,	,Elliot Murphy,	,Thu Feb 7 01:18:45 2013,	,Update & simplify vagrant instructions.,	,Update-simplify-vagrant-instructions
85973ce6b0,	,Sam Saffron,	,Thu Feb 7 02:11:56 2013,	,added delete all posts button wired up the ability to enable all themes,	,added-delete-all-posts-button
168bb01439,	,Sam Saffron,	,Thu Feb 7 02:25:18 2013,	,allow for empty headers properly,	,allow-for-empty-headers-properly
efa4495fc2,	,Alessandro Vermeulen,	,Thu Feb 7 07:44:10 2013,	,Added bundle install command to easy setup,	,Added-bundle-install-command-to-easy-setup
4fcd924797,	,Sam Saffron,	,Thu Feb 7 08:55:04 2013,	,I committed a regression around multi site today and site customization, added tests so it don't happen again,	,I-committed-a-regression-around-multi-site-today-and-site-customization-added-tests-so-it-don-t-happen-again
d49cf88c35,	,Robin Ward,	,Thu Feb 7 10:02:58 2013,	,Merge pull request #51 from danneu/slug-patch,	,Merge-pull-request-51-from-danneu-slug-patch
f83dc09804,	,Robin Ward,	,Thu Feb 7 10:05:56 2013,	,Merge pull request #54 from patdeegan/test-cleanups,	,Merge-pull-request-54-from-patdeegan-test-cleanups
1839614bcc,	,Robin Ward,	,Thu Feb 7 10:09:28 2013,	,Merge pull request #36 from fenprace/master,	,Merge-pull-request-36-from-fenprace-master
00ad40c243,	,Robin Ward,	,Thu Feb 7 10:32:52 2013,	,Merge pull request #55 from spockz/patch-1,	,Merge-pull-request-55-from-spockz-patch-1
61654ab8f0,	,Jakub Arnold,	,Thu Feb 7 10:45:24 2013,	,Fix all the trailing whitespace,	,Fix-all-the-trailing-whitespace
d2cebda786,	,Elliot Murphy,	,Thu Feb 7 11:08:17 2013,	,Merge branch 'master' into vagrant-chef,	,Merge-branch-master-into-vagrant-chef
09a1317478,	,Robin Ward,	,Thu Feb 7 11:08:44 2013,	,Merge pull request #12 from darthdeus/fix-all-the-trailing-whitespace,	,Merge-pull-request-12-from-darthdeus-fix-all-the-trailing-whitespace
555fed1f45,	,TJ,	,Thu Feb 7 11:27:59 2013,	,fixing spelling error,	,fixing-spelling-error
66a9b97b65,	,Robin Ward,	,Thu Feb 7 11:32:23 2013,	,Oops, slim is required for sidekiq's web interface.,	,Oops-slim-is-required-for-sidekiq-s-web-interface
0136727595,	,Mike Moore,	,Thu Feb 7 04:25:51 2013,	,Add test coverage for UsersController#search_users,	,Add-test-coverage-for-UsersController-search_users
972b9d735c,	,Mike Moore,	,Thu Feb 7 04:34:49 2013,	,Extract search logic to UserSearch model,	,Extract-search-logic-to-UserSearch-model
1cd565ec0d,	,Mike Moore,	,Thu Feb 7 05:07:03 2013,	,Extract SQL generation method,	,Extract-SQL-generation-method
5b01ac9288,	,Mike Moore,	,Thu Feb 7 05:54:55 2013,	,Return User objects instead of hashes,	,Return-User-objects-instead-of-hashes
e41b6537f9,	,Mike Moore,	,Thu Feb 7 05:59:25 2013,	,Remove expectation of term case,	,Remove-expectation-of-term-case
d72c26ff92,	,Mike Moore,	,Thu Feb 7 06:50:59 2013,	,Refactor UserSearch tests,	,Refactor-UserSearch-tests
dbb595d83d,	,Régis Hanol,	,Thu Feb 7 12:38:57 2013,	,Added the link to the Discourse development forums,	,Added-the-link-to-the-Discourse-development-forums
3bd72d79f0,	,Robin Ward,	,Thu Feb 7 12:42:42 2013,	,Merge pull request #59 from ZogStriP/patch-1,	,Merge-pull-request-59-from-ZogStriP-patch-1
bb20466215,	,Régis Hanol,	,Thu Feb 7 12:47:51 2013,	,Changed Discourse CLA link to the canonical one,	,Changed-Discourse-CLA-link-to-the-canonical-one
424d131d00,	,Robin Ward,	,Thu Feb 7 12:49:52 2013,	,Merge pull request #60 from ZogStriP/patch-2,	,Merge-pull-request-60-from-ZogStriP-patch-2
8be8be9d93,	,Robin Ward,	,Thu Feb 7 13:25:44 2013,	,Merge pull request #58 from tjstein/master,	,Merge-pull-request-58-from-tjstein-master
9e198c3ac5,	,Elliot Murphy,	,Thu Feb 7 13:58:28 2013,	,Merge branch 'master' into vagrant-chef,	,Merge-branch-master-into-vagrant-chef
f3bcbd8bc3,	,Elliot Murphy,	,Thu Feb 7 14:09:57 2013,	,Use chef-solo to install phantomjs into Vagrant VM.,	,Use-chef-solo-to-install-phantomjs-into-Vagrant-VM
c5233505e9,	,Arik Fraimovich,	,Thu Feb 7 14:43:07 2013,	,Added TravisCI configuration file,	,Added-TravisCI-configuration-file
18b0be7a3a,	,Jeff Atwood,	,Thu Feb 7 14:45:20 2013,	,need break-word on user page excerpts,	,need-break-word-on-user-page-excerpts
a63b07f7a5,	,Arik Fraimovich,	,Thu Feb 7 14:47:41 2013,	,Empty commit to trigger CI build.,	,Empty-commit-to-trigger-CI-build
af11547108,	,Jeff Atwood,	,Thu Feb 7 14:56:22 2013,	,shift post metadata closer to post,	,shift-post-metadata-closer-to-post
ad93fe68d8,	,Arik Fraimovich,	,Thu Feb 7 15:03:44 2013,	,Updated .travis.yml to run migrations,	,Updated-.travis.yml-to-run-migrations
084a873b91,	,Robin Ward,	,Thu Feb 7 15:12:55 2013,	,Give regular users a delete button. If they click it, their post will be revised to say it was deleted.,	,Give-regular-users-a-delete-button.-If-they-click-it-their-post-will-be-revised-to
e98fb5592d,	,Robin Ward,	,Thu Feb 7 15:31:53 2013,	,Delete button on OP deletes topic,	,Delete-button-on-OP-deletes-topic
63c0fdda44,	,Robin Ward,	,Thu Feb 7 15:38:39 2013,	,Merge pull request #57 from blowmage/user_search_refactor,	,Merge-pull-request-57-from-blowmage-user_search_refactor
c4ad927024,	,Robin Ward,	,Thu Feb 7 16:11:30 2013,	,Site Settings was deleting the wrong cache object,	,Site-Settings-was-deleting-the-wrong-cache-object
5ee91cc296,	,Robin Ward,	,Thu Feb 7 16:20:46 2013,	,Merge pull request #62 from arikfr/master,	,Merge-pull-request-62-from-arikfr-master
b8ded55450,	,Jeff Atwood,	,Thu Feb 7 16:41:33 2013,	,a few minor copyedits, 1px adjust,	,a-few-minor-copyedits-1px-adjust
2d064571df,	,Robin Ward,	,Thu Feb 7 16:40:48 2013,	,Fixes some minor issues with users deleting their own posts.,	,Fixes-some-minor-issues-with-users-deleting-their-own-posts
139d44cb33,	,Régis Hanol,	,Thu Feb 7 16:46:06 2013,	,Added travis-ci build status image,	,Added-travis-ci-build-status-image
76cb20ae1f,	,Robin Ward,	,Thu Feb 7 16:48:31 2013,	,Merge pull request #65 from ZogStriP/patch-3,	,Merge-pull-request-65-from-ZogStriP-patch-3
470ecf97cc,	,Sam Saffron,	,Thu Feb 7 16:49:58 2013,	,I have no objection to the removing of haml, but breaking our templates ... bad,	,I-have-no-objection-to-the-removing-of-haml-but-breaking-our-templates-.-bad
14a807f433,	,Sam Saffron,	,Thu Feb 7 16:50:08 2013,	,Merge branch 'master' of github.com:discourse/discourse,	,Merge-branch-master-of-github.com-discourse-discourse
95179ac22c,	,Arik Fraimovich,	,Thu Feb 7 16:35:12 2013,	,Run Jasmine specs in Travis CI,	,Run-Jasmine-specs-in-Travis-CI
2d3b3325a0,	,Robin Ward,	,Thu Feb 7 16:56:39 2013,	,Updated to acts_as_paranoid. Fixes #5.,	,Updated-to-acts_as_paranoid.-Fixes-5
06f4d7ca8e,	,Robin Ward,	,Thu Feb 7 17:13:06 2013,	,Merge pull request #67 from arikfr/master,	,Merge-pull-request-67-from-arikfr-master
2c8c602086,	,Robin Ward,	,Thu Feb 7 17:40:41 2013,	,Always show username on hover, unless there's something else more interesting to say.,	,Always-show-username-on-hover-unless-there-s-something-else-more-interesting-to-say
c524e769d0,	,Neil Lalonde,	,Thu Feb 7 12:48:30 2013,	,Mothership#current_discourse_version had an invalid path,	,Mothership-current_discourse_version-had-an-invalid-path
79dfccf717,	,Neil Lalonde,	,Thu Feb 7 18:23:41 2013,	,Username validation in signup and username change forms,	,Username-validation-in-signup-and-username-change-forms
b502a40b36,	,tms,	,Thu Feb 7 21:18:22 2013,	,Button container should be no wider than suggested topics,	,Button-container-should-be-no-wider-than-suggested-topics
f28dc6115d,	,Elliot Murphy,	,Thu Feb 7 20:51:54 2013,	,Restore NFS shares on darwin & 1024MB in Vagrant.,	,Restore-NFS-shares-on-darwin-1024MB-in-Vagrant
4589e41302,	,Alessandro Vermeulen,	,Fri Feb 8 02:38:23 2013,	,Added requirements on postgres and redis-server,	,Added-requirements-on-postgres-and-redis-server
0cf68e2714,	,Dan Neumann,	,Fri Feb 8 02:56:12 2013,	,Extracted default value initializers.,	,Extracted-default-value-initializers
36d1aafe1e,	,Sam Saffron,	,Fri Feb 8 03:13:36 2013,	,message bus fixes and diagnostics,	,message-bus-fixes-and-diagnostics
616a1f4906,	,Sam Saffron,	,Fri Feb 8 05:09:46 2013,	,structure.db to my structure tone down watch for restart,	,structure.db-to-my-structure
f3c6144e3b,	,Sam Saffron,	,Fri Feb 8 05:39:38 2013,	,Something here is messed up Revert "message bus fixes and diagnostics",	,Something-here-is-messed-up-Revert-message-bus-fixes-and-diagnostics
7c61c3d699,	,Sam Saffron,	,Fri Feb 8 05:57:16 2013,	,Revert "structure.db to my structure",	,Revert-structure.db-to-my-structure
457229b133,	,Sam Saffron,	,Fri Feb 8 06:03:25 2013,	,Revert "Revert "structure.db to my structure"",	,Revert-Revert-structure.db-to-my-structure
d3f911cc4c,	,Sam Saffron,	,Fri Feb 8 06:03:45 2013,	,Revert "Something here is messed up Revert "message bus fixes and diagnostics"",	,Revert-Something-here-is-messed-up-Revert-message-bus-fixes-and-diagnostics
edaa7643c5,	,Sam Saffron,	,Fri Feb 8 06:09:09 2013,	,add prefix so keys stop clashing,	,add-prefix-so-keys-stop-clashing
e925d53463,	,Sam Saffron,	,Fri Feb 8 06:35:35 2013,	,disable diags for now,	,disable-diags-for-now
a8c106bba6,	,Grant Ammons,	,Fri Feb 8 08:17:05 2013,	,use shared_examples_for versioning, for both posts and topics,	,use-shared_examples_for-versioning-for-both-posts-and-topics
5467762557,	,Elliot Murphy,	,Fri Feb 8 09:20:03 2013,	,Update rack gem, CVE-2013-0262 & CVE-2013-0263,	,Update-rack-gem-CVE-2013-0262-CVE-2013-0263
c3b12e7e30,	,Robin Ward,	,Fri Feb 8 11:03:53 2013,	,Merge pull request #76 from patdeegan/rack-security,	,Merge-pull-request-76-from-patdeegan-rack-security
bcd7af742f,	,Robin Ward,	,Fri Feb 8 11:10:30 2013,	,Merge pull request #72 from tms/topic-page-css,	,Merge-pull-request-72-from-tms-topic-page-css
36c3467f72,	,Robin Ward,	,Fri Feb 8 11:11:44 2013,	,Merge pull request #69 from gammons/master,	,Merge-pull-request-69-from-gammons-master
e96bd8fd01,	,Robin Ward,	,Fri Feb 8 11:16:24 2013,	,Merge pull request #74 from spockz/patch-2,	,Merge-pull-request-74-from-spockz-patch-2
3ccfa645a8,	,Robin Ward,	,Fri Feb 8 12:52:23 2013,	,Rails cache needs to reconnect - Fixes error with Spork / Guard,	,Rails-cache-needs-to-reconnect-Fixes-error-with-Spork-Guard
84191802df,	,Cyril Mougel,	,Fri Feb 8 09:52:56 2013,	,Extract the validation of Username format in own class to avoid complexity in user model object,	,Extract-the-validation-of-Username-format-in-own-class-to-avoid
ce7088f081,	,Neil Lalonde,	,Fri Feb 8 14:12:48 2013,	,check_username api now returns correct error message for invalid lengths etc,	,check_username-api-now-returns-correct-error-message-for-invalid-lengths-etc
cc21cf16d1,	,Jeff Atwood,	,Fri Feb 8 14:13:44 2013,	,copy on email mentions,	,copy-on-email-mentions
24cf672c7d,	,Jeff Atwood,	,Fri Feb 8 15:07:32 2013,	,need word-wrap:break-word on preview,	,need-word-wrap-break-word-on-preview
d1a04fa06a,	,Neil Lalonde,	,Fri Feb 8 15:31:15 2013,	,Enforce max username length on client,	,Enforce-max-username-length-on-client
d73baa23dd,	,Neil Lalonde,	,Fri Feb 8 16:08:33 2013,	,Better username change validation messages,	,Better-username-change-validation-messages
50ef0c16bb,	,Robin Ward,	,Fri Feb 8 15:54:28 2013,	,Removed most manual SQL from PostAction,	,Removed-most-manual-SQL-from-PostAction
db0c73e874,	,Robin Ward,	,Fri Feb 8 16:14:53 2013,	,Replace all those `deleted_at`s with `acts_as_paranoid`,	,Replace-all-those-deleted_at-s-with-acts_as_paranoid
1635d8e553,	,Neil Lalonde,	,Fri Feb 8 16:31:05 2013,	,Add email_blacklist_regexp to site settings. Not implemented yet.,	,Add-email_blacklist_regexp-to-site-settings.-Not-implemented-yet
12d3c3b66b,	,Robin Ward,	,Fri Feb 8 16:55:40 2013,	,Enforce entropy on flag text,	,Enforce-entropy-on-flag-text
25e9cfe3b8,	,Robin Ward,	,Fri Feb 8 17:10:18 2013,	,Remove the distinction between "x replies below" and "x replies",	,Remove-the-distinction-between-x-replies-below-and-x-replies
7c11c3fe0f,	,Robin Ward,	,Fri Feb 8 17:49:15 2013,	,Can edit deleted posts.,	,Can-edit-deleted-posts
33757c201a,	,Robin Ward,	,Fri Feb 8 17:57:01 2013,	,Twitter logins were broken.,	,Twitter-logins-were-broken
c959f8a67e,	,Ross Kaffenberger,	,Fri Feb 8 18:05:35 2013,	,html safe json data for twitter/complete with view specs,	,html-safe-json-data-for-twitter-complete-with-view-specs
ea631e75c9,	,Robin Ward,	,Fri Feb 8 18:56:43 2013,	,Merge pull request #86 from rossta/bug_fix_twitter_complete,	,Merge-pull-request-86-from-rossta-bug_fix_twitter_complete
03a798b202,	,Robin Ward,	,Fri Feb 8 19:04:14 2013,	,Can clear flags on deleted posts if you're a moderator,	,Can-clear-flags-on-deleted-posts-if-you-re-a-moderator
a03676ac62,	,Jeff Atwood,	,Sat Feb 9 04:20:57 2013,	,simplify faq/tos/privacy HTML and CSS,	,simplify-faq-tos-privacy-HTML-and-CSS
91b306d159,	,Jeff Atwood,	,Sat Feb 9 04:32:08 2013,	,normalize on H2 in FAQs, copyedits,	,normalize-on-H2-in-FAQs-copyedits
5d21745dcf,	,Jeff Atwood,	,Sat Feb 9 05:41:27 2013,	,minor /faq improvements, Omit Needless Words,	,minor-faq-improvements-Omit-Needless-Words
6af0d0789c,	,Jeff Atwood,	,Sat Feb 9 05:50:13 2013,	,correct TOS links, correct ul/li body-page style,	,correct-TOS-links-correct-ul-li-body-page-style
c868283813,	,Jeff Atwood,	,Sat Feb 9 06:22:03 2013,	,li height, copy on /faq,	,li-height-copy-on-faq
99f1d40748,	,Jeff Atwood,	,Sat Feb 9 06:38:40 2013,	,Omit Needless Words, again,	,Omit-Needless-Words-again
f44dba5fc5,	,Jeff Atwood,	,Sat Feb 9 06:46:41 2013,	,edit id anchors on /faq,	,edit-id-anchors-on-faq
12fa6e9a4e,	,Kuba Brecka,	,Sat Feb 9 07:03:04 2013,	,correct noscript link to next page,	,correct-noscript-link-to-next-page
701ecddac2,	,Grant Ammons,	,Sat Feb 9 10:33:07 2013,	,factor out @post.revise into its own class.  clean up PostRevisor class to be more readable,	,factor-out-post.revise-into-its-own-class.-clean-up-PostRevisor-class-to-be-more-readable
cbf60f49e8,	,Robin Ward,	,Sat Feb 9 11:01:36 2013,	,Merge pull request #91 from kubabrecka/upstream,	,Merge-pull-request-91-from-kubabrecka-upstream
ac0d329e60,	,Robin Ward,	,Sat Feb 9 11:07:12 2013,	,Merge branch 'master' of git://github.com/gammons/discourse,	,Merge-branch-master-of-git-github.com-gammons-discourse
272a1e567f,	,Robin Ward,	,Sat Feb 9 11:13:12 2013,	,Merge pull request #92 from gammons/master,	,Merge-pull-request-92-from-gammons-master
dd88e3def3,	,johnmcdowall,	,Sat Feb 9 12:04:52 2013,	,Consistent use of Ruby 1.9 hash syntax, consistent use of apostrophe delimeter, grouped by reference type and alphabetized within,	,Consistent-use-of-Ruby-1.9-hash-syntax-consistent-use-of-apostrophe-delimeter-grouped-by-reference-type-and-alphabetized-within
9cca0144f7,	,Robin Ward,	,Sat Feb 9 12:28:20 2013,	,Merge branch 'clean_up_gemfile' of git://github.com/johnmcdowall/discourse,	,Merge-branch-clean_up_gemfile-of-git-github.com-johnmcdowall-discourse
f2ec4b63de,	,Robin Ward,	,Sat Feb 9 12:33:43 2013,	,Merge pull request #93 from johnmcdowall/clean_up_gemfile,	,Merge-pull-request-93-from-johnmcdowall-clean_up_gemfile
679988b59c,	,Neil Lalonde,	,Sat Feb 9 12:59:43 2013,	,Add mailcatcher instructions to DEVELOPMENT.md,	,Add-mailcatcher-instructions-to-DEVELOPMENT.md
7e3e976042,	,TJ,	,Sat Feb 9 13:49:39 2013,	,Correcting link to Mailcatcher,	,Correcting-link-to-Mailcatcher
247d5a205a,	,Jaime Iniesta,	,Sat Feb 9 14:44:49 2013,	,Instruct developers to prepare the test DB before launching guard,	,Instruct-developers-to-prepare-the-test-DB-before-launching-guard
bfb28b3d54,	,Jeff Atwood,	,Sat Feb 9 15:32:45 2013,	,add local greyscale dev logos,	,add-local-greyscale-dev-logos
